tag,x,y
blue,6.4994635581970215,2.247727155685425
blue,8.567365646362305,2.4199516773223877
blue,12.812350273132324,2.4702956676483154
blue,16.66714096069336,2.041623115539551
blue,19.1619873046875,1.2371128797531128
blue,21.646421432495117,0.3416704833507538
blue,24.10454750061035,-1.2064647674560547
blue,24.73875617980957,-3.0014188289642334
blue,24.685535430908203,-4.925821304321289
blue,25.017501831054688,-6.736950397491455
blue,25.805036544799805,-8.796927452087402
blue,27.05086326599121,-9.806649208068848
blue,28.55768585205078,-10.156909942626953
blue,30.499719619750977,-10.23350715637207
blue,33.04920959472656,-10.065972328186035
blue,35.01762008666992,-10.516008377075195
blue,36.27690124511719,-12.269819259643555
blue,36.75979995727539,-14.162446975708008
blue,36.8640022277832,-15.885939598083496
blue,36.66007995605469,-17.88361358642578
blue,36.44972229003906,-19.99224281311035
blue,36.36293411254883,-22.026153564453125
blue,37.261539459228516,-24.240436553955078
blue,38.438026428222656,-25.904266357421875
blue,38.46748733520508,-28.290769577026367
blue,37.82353973388672,-30.874509811401367
blue,36.13001251220703,-34.351295471191406
blue,34.657264709472656,-36.6920166015625
blue,33.33111572265625,-39.54582977294922
blue,31.313302993774414,-42.1234130859375
blue,27.857458114624023,-43.545352935791016
blue,25.32893180847168,-43.29139709472656
blue,23.653671264648438,-42.53126525878906
blue,22.108806610107422,-41.05187225341797
blue,21.448293685913086,-38.73643112182617
blue,21.22526741027832,-36.633018493652344
blue,21.897266387939453,-33.28654861450195
blue,23.139793395996094,-30.692790985107422
blue,24.07122039794922,-28.44470977783203
blue,24.059131622314453,-26.805644989013672
blue,23.504146575927734,-24.492341995239258
blue,23.01787567138672,-23.209745407104492
blue,21.574615478515625,-21.43486213684082
blue,19.590866088867188,-21.046199798583984
blue,17.08603286743164,-22.393898010253906
blue,15.038168907165527,-23.837167739868164
blue,13.268217086791992,-26.05889892578125
blue,12.12759017944336,-28.14215850830078
blue,10.564446449279785,-30.676267623901367
blue,8.936396598815918,-32.09083938598633
blue,5.832820415496826,-32.4770622253418
blue,3.0334954261779785,-32.20757293701172
blue,-0.11079489439725876,-32.17261505126953
blue,-3.2436084747314453,-32.49723434448242
blue,-6.343264102935791,-32.92582321166992
blue,-9.083935737609863,-33.14320373535156
blue,-11.358957290649414,-32.878753662109375
blue,-13.669315338134766,-32.07184982299805
blue,-15.91955852508545,-30.898584365844727
blue,-18.322546005249023,-29.474056243896484
blue,-20.11179542541504,-28.392581939697266
blue,-22.604415893554688,-26.978910446166992
blue,-23.669574737548828,-25.13381576538086
blue,-23.80155372619629,-22.374774932861328
blue,-23.08973503112793,-20.357515335083008
blue,-24.137733459472656,-18.847278594970703
blue,-26.98160171508789,-17.437376022338867
blue,-29.754823684692383,-15.934364318847656
blue,-31.740856170654297,-13.160593032836914
blue,-33.613460540771484,-9.34494686126709
blue,-34.590091705322266,-6.045040607452393
blue,-35.33378219604492,-3.228304862976074
blue,-36.16973876953125,-0.7048482894897461
blue,-36.621028900146484,1.7180269956588745
blue,-37.43246078491211,4.944092273712158
blue,-37.4229736328125,7.730512619018555
blue,-36.49689483642578,10.423956871032715
blue,-34.22713088989258,11.698534965515137
blue,-31.66169548034668,11.476656913757324
blue,-29.28826904296875,10.991353034973145
blue,-26.853504180908203,10.331029891967773
blue,-24.826990127563477,9.156815528869629
blue,-22.89106559753418,7.6676177978515625
blue,-20.909801483154297,5.905874729156494
blue,-18.926101684570312,4.833828449249268
blue,-16.688997268676758,4.0922088623046875
blue,-14.423852920532227,3.512648344039917
blue,-12.22533130645752,4.601226329803467
blue,-10.663749694824219,5.481974124908447
blue,-8.306124687194824,6.401778697967529
blue,-6.008289337158203,6.642735481262207
blue,-4.2993950843811035,5.882035732269287
blue,-2.9071481227874756,4.883764266967773
blue,-2.138859987258911,3.530994176864624
blue,-1.0392476320266724,2.3639943599700928
blue,1.1931841373443604,2.1344966888427734
blue,4.1858110427856445,2.166830062866211
yellow,4.605093955993652,-2.1093969345092773
yellow,6.853930473327637,-2.0929300785064697
yellow,9.299833297729492,-2.3152928352355957
yellow,11.201272964477539,-2.435575485229492
yellow,13.153166770935059,-2.3796465396881104
yellow,15.975203514099121,-2.4772260189056396
yellow,18.460594177246094,-2.712855815887451
yellow,19.58627700805664,-3.736189126968384
yellow,19.719968795776367,-5.906195640563965
yellow,20.49639129638672,-8.429946899414062
yellow,21.748979568481445,-11.341815948486328
yellow,23.33189582824707,-12.993371963500977
yellow,25.392074584960938,-13.926758766174316
yellow,27.71844482421875,-14.160167694091797
yellow,29.700912475585938,-14.03469467163086
yellow,31.607324600219727,-14.268775939941406
yellow,32.77973175048828,-15.036937713623047
yellow,33.109954833984375,-16.767133712768555
yellow,32.77916717529297,-18.84377098083496
yellow,32.617374420166016,-20.330699920654297
yellow,32.680274963378906,-21.856576919555664
yellow,33.423152923583984,-24.75636863708496
yellow,34.21125030517578,-26.93195152282715
yellow,34.5223503112793,-28.781042098999023
yellow,34.182804107666016,-30.706260681152344
yellow,33.29667282104492,-32.295955657958984
yellow,31.88187026977539,-34.436946868896484
yellow,30.53291130065918,-37.4234619140625
yellow,29.225923538208008,-39.17092514038086
yellow,27.589611053466797,-39.628421783447266
yellow,26.169097900390625,-38.53239440917969
yellow,25.672203063964844,-36.506744384765625
yellow,26.230215072631836,-33.78896713256836
yellow,27.252822875976562,-31.172494888305664
yellow,27.830123901367188,-29.174335479736328
yellow,28.07256317138672,-27.358495712280273
yellow,27.974645614624023,-24.87255859375
yellow,27.59235382080078,-23.091957092285156
yellow,27.086153030395508,-21.459753036499023
yellow,26.24862289428711,-19.22612190246582
yellow,24.27635383605957,-17.952373504638672
yellow,21.613096237182617,-17.4398136138916
yellow,18.58207130432129,-17.842620849609375
yellow,15.61765193939209,-18.797393798828125
yellow,13.45392894744873,-20.289644241333008
yellow,11.351971626281738,-21.481313705444336
yellow,9.415544509887695,-23.196168899536133
yellow,8.269691467285156,-26.145753860473633
yellow,6.1164631843566895,-28.372987747192383
yellow,3.5253477096557617,-28.069019317626953
yellow,1.0480340719223022,-27.644845962524414
yellow,-0.6291157603263855,-27.870521545410156
yellow,-3.181401014328003,-28.054433822631836
yellow,-5.230472564697266,-28.880878448486328
yellow,-7.533796310424805,-29.37258529663086
yellow,-9.579080581665039,-29.422622680664062
yellow,-12.382658958435059,-28.076486587524414
yellow,-14.8388090133667,-26.615150451660156
yellow,-18.021726608276367,-24.838289260864258
yellow,-19.14262580871582,-23.10043716430664
yellow,-18.935205459594727,-21.938512802124023
yellow,-18.634723663330078,-20.00311279296875
yellow,-18.77836799621582,-18.02436065673828
yellow,-19.959781646728516,-16.43157196044922
yellow,-21.806116104125977,-15.320246696472168
yellow,-24.167325973510742,-14.586758613586426
yellow,-26.17597007751465,-13.900893211364746
yellow,-27.591751098632812,-12.766883850097656
yellow,-28.680587768554688,-11.348401069641113
yellow,-29.51534652709961,-9.862192153930664
yellow,-30.658781051635742,-6.569372177124023
yellow,-31.745847702026367,-3.7784950733184814
yellow,-32.45600128173828,-1.549949049949646
yellow,-32.796546936035156,0.21957072615623474
yellow,-33.36567306518555,2.185736656188965
yellow,-33.72933578491211,4.103403091430664
yellow,-33.61497116088867,5.909302234649658
yellow,-32.98741149902344,6.928212642669678
yellow,-31.478479385375977,7.2071051597595215
yellow,-29.373966217041016,6.712393283843994
yellow,-26.807479858398438,5.545903205871582
yellow,-25.051990509033203,4.189014434814453
yellow,-23.665254592895508,2.5737476348876953
yellow,-22.268163681030273,1.145462155342102
yellow,-19.880414962768555,0.26642078161239624
yellow,-17.015869140625,-0.8701741099357605
yellow,-14.132598876953125,-1.437676191329956
yellow,-11.855149269104004,-1.5921075344085693
yellow,-9.590514183044434,-0.16961203515529633
yellow,-7.957237243652344,1.3600877523422241
yellow,-6.275728225708008,1.402917504310608
yellow,-5.20070219039917,0.5918172001838684
yellow,-3.343216896057129,-1.1548861265182495
yellow,-1.1205965280532837,-1.8010493516921997
yellow,1.6730154752731323,-2.0305404663085938
